id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,year_remod
2200,909251040,50,5,51.0,6821,1,2,0,3,2,1,0,19,5,4,3,1,6,7,43.829214001622255,2005,2,0,5,5,1,0.0,1,3,1,2,2,0,1,113.0,3,0.0,538.0,651.0,4,3,1,4,759,539,0,1298,0.0,0.0,2,0,2,1,1,8,7,1,3,1,1994.0,0,1.0,240.0,2,3,1,216,0,168,0,0,0,4,4,4,0,8,2007,4,146500,44.77722635447622
2147,907252190,20,5,122.0,11354,1,2,0,1,2,1,0,18,5,4,3,4,7,5,44.721359549995796,2000,2,0,11,12,1,0.0,2,3,5,2,2,3,5,1412.0,3,0.0,261.0,1673.0,4,4,1,4,1673,0,0,1673,1.0,0.0,2,0,3,1,2,7,7,1,2,4,2000.0,1,2.0,583.0,2,3,2,306,113,0,0,116,0,4,4,4,0,1,2007,4,270000,44.721359549995796
249,906225210,85,5,73.0,9069,1,2,0,1,2,1,0,13,5,4,3,2,6,6,44.63182720884279,1992,2,0,8,9,1,0.0,1,3,5,3,2,2,5,747.0,3,0.0,189.0,936.0,4,4,1,4,996,0,0,996,1.0,0.0,1,0,2,1,2,5,7,0,5,4,1992.0,0,2.0,564.0,2,3,2,120,0,0,0,0,0,4,4,4,0,4,2010,4,147000,44.63182720884279
162,535450210,50,5,60.0,8064,1,2,0,1,2,1,0,11,0,4,3,1,6,8,44.13615298142782,2004,2,0,7,7,1,0.0,1,3,3,2,2,0,3,481.0,2,174.0,161.0,816.0,4,2,1,4,816,408,0,1224,1.0,0.0,1,0,3,1,1,5,7,0,5,1,1950.0,0,1.0,280.0,2,3,2,414,0,0,0,0,0,4,1,4,0,5,2010,4,132000,44.76605857119878
664,535383070,50,5,90.0,5400,1,2,0,1,2,2,0,3,0,4,3,1,4,6,43.81780460041329,1950,2,0,1,0,1,0.0,0,3,5,2,2,0,3,315.0,2,105.0,420.0,840.0,4,4,1,4,840,534,0,1374,0.0,0.0,1,0,2,1,1,6,7,0,5,1,1967.0,2,1.0,338.0,2,3,2,0,0,198,0,0,0,4,4,4,0,10,2009,4,105000,44.15880433163923
1516,909101180,190,5,55.0,5687,1,0,0,0,2,1,0,6,5,4,0,6,5,6,43.726422218150894,2000,2,0,11,12,1,0.0,1,1,5,2,0,0,0,210.0,3,0.0,570.0,780.0,4,4,0,4,936,780,0,1716,1.0,0.0,2,0,6,1,0,9,7,0,5,6,1998.0,3,0.0,0.0,5,5,0,0,184,0,0,0,0,4,4,4,0,3,2008,4,135900,44.721359549995796
16,527216070,60,5,47.0,53504,1,2,3,3,2,4,2,27,5,4,3,6,8,5,44.75488800120049,2003,5,0,12,7,2,603.0,3,3,5,3,2,3,3,1416.0,3,0.0,234.0,1650.0,4,4,1,4,1690,1589,0,3279,1.0,0.0,3,1,4,1,3,12,3,1,3,5,2003.0,2,3.0,841.0,2,3,2,503,36,0,0,210,0,4,4,4,0,6,2010,4,538000,44.75488800120049
1808,531363040,20,5,63.0,7500,1,2,0,1,2,1,0,13,5,4,3,4,7,5,44.78839135311738,2006,2,0,11,12,1,0.0,2,3,5,3,4,0,4,0.0,3,0.0,1143.0,1143.0,4,4,1,4,1143,0,0,1143,0.0,0.0,1,1,3,1,2,5,7,0,5,6,2007.0,3,0.0,0.0,5,5,2,0,55,0,0,0,0,4,4,4,0,10,2007,4,147000,44.78839135311738
425,528106070,20,5,108.0,13173,1,2,2,1,2,2,0,26,5,4,3,4,9,5,44.78839135311738,2007,5,0,11,12,3,300.0,2,3,5,4,2,0,5,1572.0,3,0.0,80.0,1652.0,4,4,1,4,1652,0,0,1652,1.0,0.0,2,0,2,1,3,6,7,2,4,4,2006.0,2,2.0,840.0,2,3,2,404,102,0,0,0,0,4,4,4,0,11,2009,4,325000,44.799553569204235
1372,904100020,20,5,82.0,9488,1,2,0,1,2,1,0,8,3,4,3,4,5,6,44.12482294582042,1993,2,0,11,12,1,0.0,2,3,3,2,2,0,4,0.0,3,0.0,1046.0,1046.0,4,3,0,4,1054,0,0,1054,0.0,0.0,1,0,3,1,1,6,7,0,5,1,1947.0,0,1.0,240.0,2,3,2,0,60,122,0,0,0,4,4,4,0,9,2008,4,124000,44.64302857109943
2495,532378070,20,5,174.0,13526,1,2,2,1,2,4,0,8,5,4,3,4,5,6,44.328320518603,1965,5,0,8,10,2,114.0,1,3,3,2,2,0,1,560.0,1,375.0,0.0,935.0,4,2,1,4,935,0,0,935,1.0,0.0,1,0,3,1,1,5,7,0,5,4,1965.0,0,1.0,288.0,2,3,2,180,0,0,0,0,0,4,2,4,0,11,2006,4,137000,44.328320518603
661,535381040,50,5,60.0,10410,1,0,0,1,2,1,0,3,5,4,3,1,4,5,43.76071297408213,1950,2,0,6,8,1,0.0,1,3,1,2,2,0,4,0.0,3,0.0,1313.0,1313.0,4,2,1,4,1313,0,1064,2377,0.0,0.0,2,0,3,1,2,8,4,1,2,1,1954.0,0,2.0,528.0,2,3,2,0,0,432,0,0,0,4,4,4,0,6,2009,4,142900,44.15880433163923
1301,902201140,20,3,100.0,12000,1,2,0,1,2,1,0,3,5,4,3,4,5,7,44.13615298142782,2005,2,0,6,8,1,0.0,1,3,3,2,2,0,5,144.0,4,608.0,172.0,924.0,4,4,1,4,1122,0,0,1122,1.0,0.0,1,0,2,1,2,6,7,0,5,4,1948.0,0,2.0,528.0,2,3,2,0,36,0,0,0,0,4,1,4,0,5,2008,4,147000,44.77722635447622
396,527404020,20,5,53.0,7830,1,2,2,1,2,1,0,11,5,4,3,4,5,5,44.384682042344295,1970,2,0,8,9,1,0.0,1,3,3,2,2,0,4,0.0,3,0.0,1180.0,1180.0,4,2,1,4,1180,0,0,1180,0.0,0.0,1,1,2,1,1,6,7,0,5,4,1970.0,1,2.0,477.0,2,3,2,0,45,0,0,0,0,4,4,4,0,3,2009,3,128000,44.384682042344295
2663,902328100,75,3,65.0,8850,1,2,2,0,2,2,0,3,5,4,3,5,7,6,43.77213725647858,1950,2,0,6,8,1,0.0,1,3,1,2,2,0,4,0.0,3,0.0,815.0,815.0,4,4,1,4,815,875,0,1690,0.0,0.0,1,0,3,1,1,7,7,1,3,1,1916.0,0,1.0,225.0,2,3,2,0,0,330,0,0,0,4,4,4,0,7,2006,0,144000,44.15880433163923
50,528181050,120,5,41.0,7132,1,2,2,1,2,1,0,26,5,4,4,4,8,5,44.78839135311738,2006,2,0,11,12,3,178.0,2,3,5,3,2,1,5,24.0,3,0.0,1346.0,1370.0,4,4,1,4,1370,0,0,1370,0.0,0.0,2,0,2,1,2,6,7,1,3,4,2006.0,1,2.0,484.0,2,3,2,120,49,0,0,0,0,4,4,4,0,4,2010,4,205000,44.78839135311738
886,908102270,20,5,75.0,9937,1,2,0,1,2,2,0,5,5,4,3,4,5,7,44.31703961232068,1999,5,0,6,8,1,0.0,1,2,5,2,2,0,1,637.0,3,0.0,849.0,1486.0,4,4,1,4,1486,0,0,1486,1.0,0.0,1,0,3,1,1,7,7,0,5,1,1968.0,2,2.0,480.0,2,3,2,0,0,0,0,0,0,4,2,4,0,3,2009,4,167000,44.710177812216315
696,902103170,50,3,52.0,5720,1,2,0,1,2,1,0,3,0,4,3,1,5,6,44.05678154382138,1950,2,0,5,5,1,0.0,1,3,3,2,2,0,4,0.0,3,0.0,676.0,676.0,4,4,1,4,676,455,0,1131,0.0,0.0,1,1,3,1,1,5,7,0,5,1,1941.0,0,1.0,200.0,2,3,2,26,0,0,0,0,0,4,4,4,0,8,2009,4,66500,44.15880433163923
2454,528366040,60,5,80.0,12585,1,2,2,1,2,1,0,25,5,4,3,6,8,5,44.64302857109943,1993,2,0,8,13,2,420.0,2,3,5,3,2,0,2,247.0,5,1039.0,0.0,1286.0,4,4,1,4,1565,1234,0,2799,1.0,0.0,2,1,3,1,2,8,7,1,2,4,1993.0,2,3.0,704.0,2,3,2,432,136,0,0,0,0,4,4,4,0,10,2006,4,315000,44.64302857109943
2106,906380140,60,5,85.0,11103,1,2,2,1,2,2,0,18,5,4,3,6,7,5,44.78839135311738,2006,2,0,11,12,1,0.0,2,3,5,3,2,0,4,0.0,3,0.0,728.0,728.0,4,4,1,4,728,728,0,1456,0.0,0.0,2,1,3,1,2,8,7,1,2,4,2006.0,2,2.0,440.0,2,3,2,0,0,0,0,0,0,4,4,4,0,7,2007,8,155835,44.78839135311738
353,527146010,120,5,57.0,8013,1,2,2,1,2,2,0,27,5,4,4,4,8,5,44.66542286825459,1996,2,0,12,14,1,0.0,2,3,5,3,2,0,5,741.0,3,0.0,846.0,1587.0,4,4,1,4,1734,0,0,1734,1.0,0.0,2,0,2,1,2,6,7,0,5,4,1995.0,1,2.0,528.0,2,3,2,52,50,0,0,0,0,4,4,4,0,9,2009,4,239500,44.67661580737735
441,528120170,20,5,77.0,10872,1,2,2,1,2,1,0,26,5,4,3,4,9,5,44.78839135311738,2006,2,0,11,12,3,122.0,2,3,5,4,4,2,5,1037.0,3,0.0,467.0,1504.0,4,4,1,4,1531,0,0,1531,1.0,0.0,2,0,2,1,3,6,7,1,3,4,2006.0,2,3.0,700.0,2,3,2,184,52,0,0,0,0,4,4,4,0,2,2009,4,300000,44.78839135311738
2270,916455150,20,5,80.0,11305,1,2,0,1,2,1,0,22,5,4,3,4,8,5,44.74371464239419,2002,5,0,11,12,2,886.0,2,3,5,3,2,2,5,1329.0,3,0.0,593.0,1922.0,4,4,1,4,1922,0,0,1922,1.0,0.0,2,0,2,1,2,6,7,1,4,4,2002.0,2,3.0,692.0,2,3,2,201,64,0,0,0,0,4,4,4,0,4,2007,4,282000,44.74371464239419
1924,535177020,20,5,70.0,9100,1,2,0,1,2,1,0,11,5,4,3,4,5,5,44.27188724235731,1960,5,0,8,9,0,69.0,1,3,3,2,2,0,4,0.0,3,0.0,1144.0,1144.0,4,2,1,4,1144,0,0,1144,0.0,0.0,1,0,3,1,1,6,7,1,3,4,1960.0,1,1.0,336.0,2,3,2,0,0,0,0,0,0,4,4,4,0,6,2007,4,120000,44.27188724235731
1402,905401045,20,5,73.0,39104,1,2,2,2,2,4,1,20,5,4,3,4,7,7,44.204072210600685,2005,3,2,9,10,1,0.0,1,3,3,3,2,3,2,226.0,5,1063.0,96.0,1385.0,4,4,1,4,1363,0,0,1363,1.0,0.0,1,0,2,1,1,5,3,2,2,4,1954.0,0,2.0,439.0,2,3,2,81,0,0,0,0,0,4,4,4,0,4,2008,4,241500,44.77722635447622
1070,528180110,120,5,58.0,10110,1,2,2,1,2,1,0,26,5,4,4,4,9,5,44.81071300481616,2008,5,0,6,8,2,492.0,3,3,5,3,2,0,5,372.0,3,0.0,1486.0,1858.0,4,4,1,4,1866,0,0,1866,1.0,0.0,2,0,2,1,3,7,7,1,3,4,2008.0,2,3.0,870.0,2,3,2,0,48,0,0,0,0,4,4,4,0,11,2008,8,336860,44.81071300481616
2696,903456060,30,3,60.0,9786,1,2,0,1,2,1,0,1,5,4,3,4,3,4,43.840620433565945,1950,5,0,5,5,1,0.0,1,3,1,2,0,0,4,0.0,3,0.0,1007.0,1007.0,4,1,0,4,1077,0,0,1077,0.0,0.0,1,0,3,1,1,6,7,1,3,1,1922.0,0,1.0,210.0,2,1,1,0,100,48,0,0,0,4,4,4,0,5,2006,4,91000,44.15880433163923
1840,533208030,120,6,30.0,5330,1,1,3,1,2,1,0,21,5,4,4,4,8,5,44.78839135311738,2007,2,0,11,12,4,0.0,2,3,5,3,2,0,4,0.0,3,0.0,1550.0,1550.0,4,4,1,4,1550,0,0,1550,0.0,0.0,2,1,2,1,2,5,7,0,5,4,2007.0,2,2.0,528.0,2,3,2,0,102,0,0,0,0,4,4,4,0,7,2007,8,207500,44.799553569204235
1562,911370520,120,3,44.0,3811,1,2,2,3,2,1,2,19,5,4,4,4,7,5,44.76605857119878,2005,5,0,12,14,3,174.0,2,3,5,4,2,3,5,1474.0,3,0.0,120.0,1594.0,4,4,1,4,1646,0,0,1646,1.0,1.0,2,0,2,1,3,5,7,1,3,4,2004.0,2,2.0,482.0,2,3,2,128,53,0,0,155,0,4,4,4,0,7,2008,4,250000,44.77722635447622
2426,528228545,120,5,43.0,3010,1,2,0,1,2,1,0,17,5,4,4,4,7,5,44.77722635447622,2006,2,0,11,12,2,16.0,2,3,5,3,2,2,5,16.0,3,0.0,1232.0,1248.0,4,4,1,4,1248,0,0,1248,0.0,0.0,2,0,2,1,2,5,7,0,5,4,2005.0,2,2.0,438.0,2,3,2,108,0,0,0,0,0,4,4,4,0,3,2006,8,167240,44.78839135311738
1162,533208140,120,6,37.0,3435,1,1,2,1,2,2,0,21,5,4,4,4,7,5,44.76605857119878,2005,2,0,6,8,1,0.0,2,3,5,3,2,0,5,24.0,3,0.0,1211.0,1235.0,4,4,1,4,1245,0,0,1245,0.0,0.0,2,0,1,1,2,5,7,0,5,4,2004.0,1,2.0,495.0,2,3,2,0,100,0,0,0,0,4,4,4,0,6,2008,4,178000,44.77722635447622
1874,534178010,20,5,80.0,10800,1,2,0,1,2,1,0,16,5,4,3,4,6,5,44.30575583375144,1963,2,0,8,9,2,203.0,1,3,3,2,2,0,1,617.0,2,264.0,171.0,1052.0,4,2,1,4,1052,0,0,1052,1.0,0.0,1,0,3,1,1,6,7,0,5,4,1963.0,2,1.0,311.0,2,3,2,0,133,0,0,0,0,4,4,4,0,2,2007,3,127000,44.30575583375144
111,534129040,20,5,21.0,10456,1,2,2,1,2,1,0,16,5,4,3,4,6,6,44.35087372307337,1967,5,0,8,9,2,120.0,1,3,3,2,2,0,5,506.0,3,0.0,1323.0,1829.0,4,3,1,4,1829,0,0,1829,1.0,0.0,2,0,4,1,1,8,7,0,5,4,1967.0,1,2.0,535.0,2,3,2,0,76,0,0,0,0,4,4,4,0,5,2010,4,218500,44.35087372307337
1207,534277070,20,5,55.0,8475,1,2,2,1,2,1,0,11,5,4,3,4,4,7,44.22668877499196,1956,2,0,11,12,1,0.0,1,3,3,2,2,0,3,228.0,3,0.0,724.0,952.0,4,4,1,3,952,0,0,952,0.0,0.0,1,0,2,1,1,4,7,0,5,1,1956.0,0,1.0,283.0,2,3,2,0,0,0,0,0,0,4,4,4,0,4,2008,4,135750,44.22668877499196
140,535152050,20,5,70.0,8197,1,2,0,1,2,1,0,11,5,4,3,4,7,5,44.75488800120049,2009,2,0,11,12,2,506.0,2,3,5,3,2,0,5,1188.0,3,0.0,292.0,1480.0,4,4,1,4,1480,0,0,1480,1.0,0.0,2,0,3,1,2,7,7,0,5,4,2003.0,1,2.0,620.0,2,3,2,252,73,0,0,0,0,4,2,1,300,2,2010,4,214000,44.82186966202994
545,531382070,20,5,88.0,10994,1,2,2,1,2,2,0,13,5,4,3,4,8,5,44.77722635447622,2006,2,0,11,12,3,366.0,2,3,5,3,4,0,5,976.0,3,0.0,868.0,1844.0,4,4,1,4,1844,0,0,1844,1.0,0.0,2,0,2,1,2,7,7,1,3,4,2005.0,2,2.0,620.0,2,3,2,165,44,0,0,0,0,4,4,4,0,9,2009,3,257000,44.78839135311738
1338,903228040,50,3,50.0,6000,1,2,0,1,2,1,0,4,5,4,3,1,6,7,44.01136216933077,2000,2,0,5,5,1,0.0,1,2,1,2,2,0,0,201.0,1,162.0,462.0,825.0,4,4,1,4,825,672,0,1497,0.0,0.0,2,0,3,1,1,5,7,0,5,1,2004.0,0,1.0,672.0,2,3,2,272,0,0,0,0,0,4,3,4,0,5,2008,4,157000,44.721359549995796
2873,910200020,30,3,50.0,7288,1,2,0,1,2,1,0,1,0,4,3,4,5,6,44.06812907306141,1950,2,0,6,8,1,0.0,1,3,3,2,2,1,0,305.0,3,0.0,671.0,976.0,4,2,0,4,976,0,0,976,1.0,0.0,1,0,2,1,1,5,7,0,5,1,1942.0,0,1.0,215.0,2,3,0,160,0,0,0,0,0,4,4,4,0,8,2006,4,102000,44.15880433163923
924,909277100,30,5,80.0,13360,1,0,2,3,2,1,0,19,5,4,3,4,5,7,43.829214001622255,2006,2,0,5,5,1,0.0,1,2,1,3,2,0,3,713.0,3,0.0,163.0,876.0,4,4,1,4,964,0,0,964,1.0,0.0,1,0,2,1,1,5,7,0,5,1,1921.0,0,2.0,432.0,2,3,2,0,0,44,0,0,0,4,4,4,0,8,2009,4,163500,44.78839135311738
844,907180130,20,5,78.0,10335,1,2,2,1,2,1,0,18,5,4,3,4,7,5,44.710177812216315,1999,2,0,11,12,2,183.0,2,3,5,3,2,3,5,679.0,3,0.0,811.0,1490.0,4,4,1,4,1501,0,0,1501,1.0,0.0,2,0,3,1,2,6,7,0,5,4,1999.0,1,2.0,577.0,2,3,2,144,29,0,0,0,0,4,4,4,0,6,2009,4,204000,44.710177812216315
901,908275110,20,5,70.0,11767,1,2,0,1,2,1,0,5,5,4,3,4,5,5,44.22668877499196,1956,5,0,8,9,2,259.0,1,3,3,2,2,0,0,546.0,3,0.0,604.0,1150.0,4,4,1,4,1560,0,0,1560,0.0,0.0,1,0,2,1,1,7,5,1,2,4,1956.0,0,1.0,313.0,2,3,2,0,0,0,0,0,0,4,4,4,0,5,2009,4,103500,44.22668877499196
2195,909176080,190,4,60.0,10896,1,1,0,0,2,1,0,6,3,4,0,7,6,7,43.749285708454714,1995,5,0,11,12,1,0.0,0,3,3,2,0,0,2,256.0,3,0.0,1184.0,1440.0,4,4,1,3,1440,1440,515,3395,0.0,0.0,2,0,8,2,0,14,7,0,5,6,1922.0,3,0.0,0.0,5,5,0,0,110,0,0,0,0,4,4,4,0,3,2007,4,200000,44.66542286825459
2081,905475270,20,5,60.0,5400,1,2,0,3,2,1,0,6,5,4,3,4,5,5,44.24929377967517,1958,2,0,6,8,1,0.0,1,3,3,2,2,0,0,453.0,3,0.0,411.0,864.0,4,2,1,4,864,0,0,864,0.0,1.0,1,0,3,1,1,6,7,0,5,4,1958.0,0,1.0,399.0,2,3,2,0,0,0,0,0,0,4,4,4,0,5,2007,4,118000,44.24929377967517
2774,907175030,20,5,70.0,9100,1,2,0,1,2,1,0,18,5,4,3,4,7,5,44.721359549995796,2000,2,0,11,12,2,244.0,2,3,5,3,2,2,5,1400.0,3,0.0,125.0,1525.0,4,4,1,4,1525,0,0,1525,1.0,0.0,2,0,3,1,2,6,7,0,5,4,2000.0,1,2.0,541.0,2,3,2,219,36,0,0,0,0,4,4,4,0,9,2006,4,235000,44.721359549995796
2573,535151130,90,5,70.0,7728,1,2,0,1,2,1,0,11,5,4,2,3,5,6,44.294469180700204,1962,5,0,5,5,2,120.0,1,3,3,2,2,2,3,803.0,3,0.0,303.0,1106.0,4,2,1,4,1190,0,0,1190,1.0,0.0,1,0,3,1,1,6,7,0,5,4,1962.0,0,2.0,540.0,2,3,2,0,18,0,0,0,0,4,1,4,0,5,2006,4,132500,44.294469180700204
1793,528445070,60,5,75.0,8778,1,2,0,1,2,1,0,21,5,4,3,6,8,5,44.78839135311738,2006,2,0,11,12,1,0.0,2,3,5,3,2,0,4,0.0,3,0.0,1302.0,1302.0,4,4,1,4,1302,528,0,1830,0.0,0.0,2,1,3,1,2,7,7,0,5,5,2006.0,1,3.0,859.0,2,3,2,0,40,0,0,0,0,4,4,4,0,3,2007,4,221300,44.78839135311738
882,907414020,20,5,63.0,8487,1,2,0,1,2,0,0,18,5,4,3,4,7,5,44.76605857119878,2004,2,0,11,12,2,210.0,2,3,5,3,2,2,5,20.0,3,0.0,1480.0,1500.0,4,4,1,4,1500,0,0,1500,0.0,0.0,2,0,3,1,2,6,7,0,5,4,2004.0,1,2.0,570.0,2,3,2,192,36,0,0,0,0,4,4,4,0,8,2009,4,190000,44.76605857119878
2791,907252050,60,5,21.0,9930,1,2,2,1,2,1,0,18,5,4,3,6,7,5,44.74371464239419,2002,2,0,11,12,2,199.0,2,3,5,3,2,0,5,456.0,3,0.0,370.0,826.0,4,4,1,4,878,884,0,1762,0.0,0.0,2,1,3,1,2,6,7,0,5,4,2002.0,2,2.0,591.0,2,3,2,320,54,0,0,0,0,4,4,4,0,7,2006,4,222000,44.74371464239419
297,909428280,20,5,100.0,17500,1,2,0,1,2,1,0,19,7,4,3,4,7,8,44.26059195266146,2002,2,0,10,9,1,0.0,2,2,5,3,2,2,5,1406.0,3,0.0,496.0,1902.0,4,2,1,4,1902,0,0,1902,1.0,0.0,2,0,3,1,3,7,7,2,2,4,1959.0,2,2.0,567.0,2,3,2,0,207,162,0,0,0,4,4,4,0,5,2010,4,335000,44.74371464239419
509,528431070,20,5,78.0,10206,1,2,0,1,2,1,0,21,8,4,3,4,8,5,44.81071300481616,2008,2,0,11,12,2,294.0,2,3,5,3,2,0,4,0.0,3,0.0,1614.0,1614.0,4,4,1,4,1658,0,0,1658,0.0,0.0,2,1,3,1,2,7,7,1,3,4,2008.0,2,3.0,726.0,2,3,2,144,44,0,0,0,0,4,4,4,0,9,2009,4,257500,44.81071300481616
1115,528429080,20,5,75.0,14587,1,2,2,1,2,1,0,21,5,4,3,4,9,5,44.81071300481616,2008,2,0,11,12,3,284.0,2,3,5,3,2,0,4,0.0,3,0.0,1498.0,1498.0,4,4,1,4,1506,0,0,1506,0.0,0.0,2,0,2,1,3,6,7,1,3,4,2008.0,2,2.0,592.0,2,3,2,0,174,0,0,0,0,4,4,4,0,8,2008,8,264132,44.81071300481616
773,905105190,20,5,65.0,7800,1,2,0,1,2,1,0,8,5,4,3,4,5,7,44.35087372307337,2004,5,0,8,9,2,89.0,1,3,5,2,2,0,3,450.0,3,0.0,414.0,864.0,4,4,1,4,899,0,0,899,0.0,0.0,1,0,3,1,2,5,7,0,5,4,1967.0,2,1.0,288.0,2,3,2,64,0,0,0,0,0,4,2,4,0,6,2009,4,130000,44.76605857119878
732,903202170,70,5,50.0,4960,1,2,0,1,2,1,0,4,4,4,3,1,5,7,43.93176527297759,1982,2,0,7,7,1,0.0,1,3,3,2,2,0,4,0.0,3,0.0,297.0,297.0,4,4,1,4,1001,653,0,1654,0.0,0.0,2,0,3,1,1,7,7,1,3,1,1955.0,0,1.0,336.0,2,3,0,244,60,0,0,0,0,4,4,4,0,5,2009,4,137000,44.51965857910413
1552,910206110,30,3,60.0,7392,1,2,0,1,2,1,0,1,5,4,3,4,5,7,43.93176527297759,1995,2,0,5,5,1,0.0,1,3,1,2,2,0,4,0.0,3,0.0,520.0,520.0,4,2,1,3,912,0,0,912,0.0,0.0,1,0,2,1,1,5,7,0,5,1,1934.0,1,1.0,360.0,2,3,2,0,90,0,0,0,0,4,4,4,0,5,2008,4,99500,44.66542286825459
226,905107110,90,5,57.0,7424,1,2,2,1,2,1,0,8,5,4,2,2,5,5,44.474711915874174,1978,2,0,9,10,1,0.0,1,3,3,3,2,2,5,1319.0,3,0.0,0.0,1319.0,4,2,1,4,1373,0,0,1373,1.0,0.0,1,0,3,1,1,5,7,2,2,4,1978.0,2,2.0,591.0,2,3,2,0,0,0,0,0,0,4,4,4,0,5,2010,4,160250,44.474711915874174
2830,908188120,160,3,24.0,2522,1,2,0,1,2,1,0,5,5,4,1,6,7,5,44.76605857119878,2004,2,0,11,12,3,50.0,2,3,5,3,2,0,4,0.0,3,0.0,970.0,970.0,4,4,1,4,970,739,0,1709,0.0,0.0,2,0,3,1,2,7,6,0,5,1,2004.0,0,2.0,380.0,2,3,2,0,40,0,0,0,0,4,4,4,0,5,2006,4,130000,44.76605857119878
2238,910202030,30,3,46.0,3672,1,2,0,1,2,1,0,1,0,4,3,4,5,7,43.840620433565945,1950,2,0,4,6,1,0.0,1,3,1,2,2,0,4,0.0,3,0.0,816.0,816.0,4,4,1,4,816,0,0,816,0.0,0.0,1,0,2,1,1,5,7,0,5,1,1922.0,0,1.0,100.0,1,1,0,0,0,96,0,0,0,4,4,4,0,9,2007,4,75200,44.15880433163923
982,923252075,80,5,62.0,7706,1,2,0,1,2,1,0,12,5,4,3,3,6,5,44.64302857109943,1996,2,0,8,9,1,0.0,1,2,3,3,2,2,0,114.0,5,270.0,0.0,384.0,4,4,1,4,1091,0,0,1091,0.0,1.0,1,0,2,1,1,5,7,0,5,4,1993.0,2,1.0,429.0,2,3,2,280,0,0,0,0,0,4,4,1,700,8,2009,4,131250,44.67661580737735
1265,535426350,20,5,82.0,12929,1,2,2,1,2,1,0,11,5,4,3,4,6,6,44.27188724235731,1993,2,0,5,5,2,276.0,1,3,3,2,2,3,5,697.0,3,0.0,384.0,1081.0,4,2,1,4,1081,0,0,1081,1.0,0.0,1,0,3,1,1,5,7,0,5,0,1960.0,0,1.0,401.0,2,3,2,36,82,0,0,0,0,4,4,4,0,6,2008,4,148000,44.64302857109943
559,532376070,20,5,65.0,9316,1,2,2,1,2,1,0,8,5,4,3,4,5,5,44.328320518603,1965,2,0,8,10,1,0.0,1,3,3,2,2,0,0,544.0,3,0.0,480.0,1024.0,4,3,1,4,1020,0,0,1020,0.0,0.0,2,0,3,1,1,5,7,0,5,4,1965.0,0,1.0,288.0,2,3,2,171,0,0,0,0,0,4,2,4,0,5,2009,1,124100,44.328320518603
1203,534252090,85,5,61.0,12122,1,2,2,1,2,2,0,11,5,4,3,2,7,9,44.28317965096906,2007,2,0,12,14,3,210.0,3,3,3,2,2,2,3,867.0,3,0.0,77.0,944.0,4,3,1,4,999,0,0,999,1.0,0.0,1,0,3,1,3,6,7,0,5,4,1961.0,1,2.0,588.0,2,3,2,144,76,0,0,0,0,4,4,4,0,7,2008,4,178400,44.799553569204235
2083,905476160,90,5,42.0,7711,1,2,2,1,2,1,0,5,5,4,2,4,4,3,44.46346815083142,1977,2,0,6,8,1,0.0,1,3,5,3,2,3,5,1440.0,3,0.0,0.0,1440.0,4,2,1,4,1440,0,0,1440,2.0,0.0,2,0,4,2,1,8,7,0,5,6,1956.0,3,0.0,0.0,5,5,0,321,0,0,0,0,0,4,4,4,0,8,2007,1,150000,44.46346815083142
2130,907187060,60,5,43.0,12352,1,2,3,1,2,4,0,18,5,4,3,6,7,5,44.69899327725402,1999,2,0,11,12,2,290.0,2,3,5,3,2,0,5,638.0,3,0.0,215.0,853.0,4,4,1,4,853,900,0,1753,1.0,0.0,2,1,3,1,1,7,7,1,1,4,1998.0,1,2.0,534.0,2,3,2,0,74,0,0,0,0,4,4,4,0,3,2007,4,217000,44.710177812216315
2455,528429060,60,5,75.0,12447,1,2,2,1,2,1,0,21,4,4,3,6,8,5,44.77722635447622,2006,2,0,12,14,3,192.0,2,3,5,3,4,0,4,0.0,3,0.0,1100.0,1100.0,4,4,1,4,1116,848,0,1964,0.0,0.0,2,1,3,1,2,8,7,1,3,5,2005.0,2,2.0,760.0,2,3,2,200,70,0,0,0,0,4,4,4,0,1,2006,8,252000,44.78839135311738
